CH1,CH1,CH1,,,,CL,CC,
RawData,BaseLine,Diff,,,,8,10,10240
4109,3670,439,,,,,,
4109,3670,439,,,,,,
4113,3670,443,,,,,,
4114,3670,444,,,,,,
4116,3670,446,,,,,,
4143,3670,473,,,,,,
4142,3670,472,,,,,,
4141,3670,471,,,,,,
4141,3670,471,,,,,,
4142,3670,472,,,,,,
4144,3670,474,,,,,,
4144,3670,474,,,,,,
4145,3670,475,,,,,,
4147,3670,477,,,,,,
4147,3670,477,,,,,,
4148,3670,478,,,,,,
4148,3670,478,,,,,,
4148,3670,478,,,,,,
4149,3670,479,,,,,,
4150,3670,480,,,,,,
4152,3670,482,,,,,,
4151,3670,481,,,,,,
4153,3670,483,,,,,,
4155,3670,485,,,,,,
4159,3670,489,,,,,,
4161,3670,491,,,,,,
4163,3670,493,,,,,,
4165,3670,495,,,,,,
4167,3670,497,,,,,,
4170,3670,500,,,,,,
4172,3670,502,,,,,,
4172,3670,502,,,,,,
4173,3670,503,,,,,,
4174,3670,504,,,,,,
4173,3670,503,,,,,,
4172,3670,502,,,,,,
4172,3670,502,,,,,,
4172,3670,502,,,,,,
4173,3670,503,,,,,,
4175,3670,505,,,,,,
4207,3670,537,,,,,,
4208,3670,538,,,,,,
4208,3670,538,,,,,,
4207,3670,537,,,,,,
4209,3670,539,,,,,,
4209,3670,539,,,,,,
4209,3670,539,,,,,,
4213,3670,543,,,,,,
4248,3670,578,,,,,,
4250,3670,580,,,,,,
4252,3670,582,,,,,,
4299,3670,629,,,,,,
4298,3670,628,,,,,,
4298,3670,628,,,,,,
4299,3670,629,,,,,,
4388,3670,718,,,,,,
4455,3670,785,,,,,,
4458,3670,788,,,,,,
4457,3670,787,,,,,,
4454,3670,784,,,,,,
4452,3670,782,,,,,,
4450,3670,780,,,,,,
4410,3670,740,,,,,,
4370,3670,700,,,,,,
4365,3670,695,,,,,,
4362,3670,692,,,,,,
4359,3670,689,,,,,,
4358,3670,688,,,,,,
4353,3670,683,,,,,,
4319,3670,649,,,,,,
4318,3670,648,,,,,,
4317,3670,647,,,,,,
4319,3670,649,,,,,,
4322,3670,652,,,,,,
4351,3670,681,,,,,,
4378,3670,708,,,,,,
4378,3670,708,,,,,,
4379,3670,709,,,,,,
4410,3670,740,,,,,,
4411,3670,741,,,,,,
4413,3670,743,,,,,,
4416,3670,746,,,,,,
4453,3670,783,,,,,,
4454,3670,784,,,,,,
4455,3670,785,,,,,,
4455,3670,785,,,,,,
4461,3670,791,,,,,,
4493,3670,823,,,,,,
4525,3670,855,,,,,,
4492,3670,822,,,,,,
4494,3670,824,,,,,,
4526,3670,856,,,,,,
4529,3670,859,,,,,,
4531,3670,861,,,,,,
4570,3670,900,,,,,,
4612,3670,942,,,,,,
4614,3670,944,,,,,,
4644,3670,974,,,,,,
4646,3670,976,,,,,,
4647,3670,977,,,,,,
4649,3670,979,,,,,,
4648,3670,978,,,,,,
4557,3670,887,,,,,,
4554,3670,884,,,,,,
4526,3670,856,,,,,,
4560,3670,890,,,,,,
4590,3670,920,,,,,,
4593,3670,923,,,,,,
4565,3670,895,,,,,,
4505,3670,835,,,,,,
4581,3670,911,,,,,,
4630,3670,960,,,,,,
4681,3670,1011,,,,,,
4681,3670,1011,,,,,,
4687,3670,1017,,,,,,
4687,3670,1017,,,,,,
4688,3670,1018,,,,,,
4626,3670,956,,,,,,
4594,3670,924,,,,,,
4592,3670,922,,,,,,
4589,3670,919,,,,,,
4550,3670,880,,,,,,
4548,3670,878,,,,,,
4547,3670,877,,,,,,
4548,3670,878,,,,,,
4550,3670,880,,,,,,
4553,3670,883,,,,,,
4586,3670,916,,,,,,
4677,3670,1007,,,,,,
4706,3670,1036,,,,,,
4708,3670,1038,,,,,,
4810,3670,1140,,,,,,
4807,3670,1137,,,,,,
4841,3670,1171,,,,,,
7998,3670,4328,,,,,,
7998,3670,4328,,,,,,
6159,3670,2489,,,,,,
3941,3670,271,,,,,,
3503,3670,-167,,,,,,
7590,3670,3920,,,,,,
7999,3670,4329,,,,,,
4808,3670,1138,,,,,,
4667,3670,997,,,,,,
4599,3670,929,,,,,,
4601,3670,931,,,,,,
4602,3670,932,,,,,,
4663,3670,993,,,,,,
4703,3670,1033,,,,,,
4743,3670,1073,,,,,,
4821,3670,1151,,,,,,
4779,3670,1109,,,,,,
4941,3670,1271,,,,,,
4801,3670,1131,,,,,,
4908,3670,1238,,,,,,
4835,3670,1165,,,,,,
4787,3670,1117,,,,,,
4790,3670,1120,,,,,,
4742,3670,1072,,,,,,
4777,3670,1107,,,,,,
4778,3670,1108,,,,,,
4774,3670,1104,,,,,,
4777,3670,1107,,,,,,
4803,3670,1133,,,,,,
4888,3670,1218,,,,,,
6020,3670,2350,,,,,,
7282,3670,3612,,,,,,
7999,3670,4329,,,,,,
7500,3670,3830,,,,,,
4301,3670,631,,,,,,
3647,3670,-23,,,,,,
4665,3670,995,,,,,,
6743,3670,3073,,,,,,
7474,3670,3804,,,,,,
6330,3670,2660,,,,,,
5451,3670,1781,,,,,,
4876,3670,1206,,,,,,
4753,3670,1083,,,,,,
5524,3670,1854,,,,,,
6959,3670,3289,,,,,,
7200,3670,3530,,,,,,
5924,3670,2254,,,,,,
4714,3670,1044,,,,,,
3417,3670,-253,,,,,,
6117,3670,2447,,,,,,
7995,3670,4325,,,,,,
7995,3670,4325,,,,,,
7995,3670,4325,,,,,,
4836,3670,1166,,,,,,
3302,3670,-368,,,,,,
4524,3670,854,,,,,,
6591,3670,2921,,,,,,
7998,3670,4328,,,,,,
7998,3670,4328,,,,,,
5083,3670,1413,,,,,,
3097,3670,-573,,,,,,
7564,3670,3894,,,,,,
7999,3670,4329,,,,,,
8000,3670,4330,,,,,,
7999,3670,4329,,,,,,
5943,3670,2273,,,,,,
3017,3670,-653,,,,,,
4785,3670,1115,,,,,,
7998,3670,4328,,,,,,
7999,3670,4329,,,,,,
8000,3670,4330,,,,,,
7337,3670,3667,,,,,,
2808,3670,-862,,,,,,
4771,3670,1101,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
3914,3670,244,,,,,,
5607,3670,1937,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
6592,3670,2922,,,,,,
7826,3670,4156,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
7829,3670,4159,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
7999,3670,4329,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
7999,3670,4329,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
8000,3670,4330,,,,,,
4549,3670,879,,,,,,
3811,3670,141,,,,,,
3740,3670,70,,,,,,
3634,3670,-36,,,,,,
3700,3670,30,,,,,,
3698,3670,28,,,,,,
3697,3670,27,,,,,,
3698,3670,28,,,,,,
3697,3670,27,,,,,,
3662,3670,-8,,,,,,
3713,3670,43,,,,,,
3658,3670,-12,,,,,,
3711,3670,41,,,,,,
3672,3670,2,,,,,,
3710,3670,40,,,,,,
3708,3670,38,,,,,,
3707,3670,37,,,,,,
3657,3670,-13,,,,,,
3695,3670,25,,,,,,
3694,3670,24,,,,,,
3694,3670,24,,,,,,
3692,3670,22,,,,,,
3689,3670,19,,,,,,
3691,3670,21,,,,,,
3692,3670,22,,,,,,
3690,3670,20,,,,,,
3690,3670,20,,,,,,
3691,3670,21,,,,,,
3690,3670,20,,,,,,
3690,3670,20,,,,,,
3651,3670,-19,,,,,,
3684,3670,14,,,,,,
3683,3670,13,,,,,,
3683,3670,13,,,,,,
3682,3670,12,,,,,,
3682,3670,12,,,,,,
3683,3670,13,,,,,,
3683,3670,13,,,,,,
3681,3670,11,,,,,,
3681,3670,11,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3680,3670,10,,,,,,
3678,3670,8,,,,,,
3679,3670,9,,,,,,
3680,3670,10,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3670,9,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3679,3671,8,,,,,,
3677,3671,6,,,,,,
3677,3671,6,,,,,,
3677,3671,6,,,,,,
3677,3671,6,,,,,,
3675,3671,4,,,,,,
3675,3671,4,,,,,,
3675,3671,4,,,,,,
3675,3671,4,,,,,,
3675,3672,3,,,,,,
3675,3672,3,,,,,,
3675,3672,3,,,,,,
3675,3672,3,,,,,,
3674,3672,2,,,,,,
3674,3672,2,,,,,,
3674,3672,2,,,,,,
3673,3672,1,,,,,,
3673,3672,1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3671,3672,-1,,,,,,
3671,3672,-1,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3672,3672,0,,,,,,
3673,3672,1,,,,,,
3704,3672,32,,,,,,
3747,3672,75,,,,,,
5666,3672,1994,,,,,,
4001,3672,329,,,,,,
3876,3672,204,,,,,,
3909,3672,237,,,,,,
4008,3672,336,,,,,,
4377,3672,705,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
7999,3672,4327,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
7999,3672,4327,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
8000,3672,4328,,,,,,
7765,3672,4093,,,,,,
4106,3672,434,,,,,,
4000,3672,328,,,,,,
3886,3672,214,,,,,,
3742,3672,70,,,,,,
3745,3672,73,,,,,,
3745,3672,73,,,,,,
3715,3672,43,,,,,,
3718,3672,46,,,,,,
3720,3672,48,,,,,,
3720,3672,48,,,,,,
3721,3672,49,,,,,,
3721,3672,49,,,,,,
3723,3672,51,,,,,,
3756,3672,84,,,,,,
3755,3672,83,,,,,,
3729,3672,57,,,,,,
3758,3672,86,,,,,,
3758,3672,86,,,,,,
3760,3672,88,,,,,,
3761,3672,89,,,,,,
3762,3672,90,,,,,,
3761,3672,89,,,,,,
3762,3672,90,,,,,,
3764,3672,92,,,,,,
3797,3672,125,,,,,,
3797,3672,125,,,,,,
3797,3672,125,,,,,,
3797,3672,125,,,,,,
3798,3672,126,,,,,,
3799,3672,127,,,,,,
3800,3672,128,,,,,,
3801,3672,129,,,,,,
3803,3672,131,,,,,,
3809,3672,137,,,,,,
3836,3672,164,,,,,,
3837,3672,165,,,,,,
3838,3672,166,,,,,,
3841,3672,169,,,,,,
3843,3672,171,,,,,,
3844,3672,172,,,,,,
3845,3672,173,,,,,,
3846,3672,174,,,,,,
3848,3672,176,,,,,,
3848,3672,176,,,,,,
3849,3672,177,,,,,,
3849,3672,177,,,,,,
3849,3672,177,,,,,,
3849,3672,177,,,,,,
3848,3672,176,,,,,,
3847,3672,175,,,,,,
3847,3672,175,,,,,,
3847,3672,175,,,,,,
3846,3672,174,,,,,,
3845,3672,173,,,,,,
3840,3672,168,,,,,,
3837,3672,165,,,,,,
3810,3672,138,,,,,,
3809,3672,137,,,,,,
3805,3672,133,,,,,,
3774,3672,102,,,,,,
3772,3672,100,,,,,,
3769,3672,97,,,,,,
3763,3672,91,,,,,,
3761,3672,89,,,,,,
3759,3672,87,,,,,,
3759,3672,87,,,,,,
3760,3672,88,,,,,,
3760,3672,88,,,,,,
3762,3672,90,,,,,,
3762,3672,90,,,,,,
3763,3672,91,,,,,,
3764,3672,92,,,,,,
3765,3672,93,,,,,,
3765,3672,93,,,,,,
3766,3672,94,,,,,,
3767,3672,95,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3768,3672,96,,,,,,
3770,3672,98,,,,,,
3771,3672,99,,,,,,
3772,3672,100,,,,,,
3773,3672,101,,,,,,
3775,3672,103,,,,,,
3776,3672,104,,,,,,
3776,3672,104,,,,,,
3777,3672,105,,,,,,
3779,3672,107,,,,,,
3780,3672,108,,,,,,
3782,3672,110,,,,,,
3783,3672,111,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3783,3672,111,,,,,,
3784,3672,112,,,,,,
3783,3672,111,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3783,3672,111,,,,,,
3784,3672,112,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3785,3672,113,,,,,,
3785,3672,113,,,,,,
3785,3672,113,,,,,,
3785,3672,113,,,,,,
3786,3672,114,,,,,,
3787,3672,115,,,,,,
3788,3672,116,,,,,,
3788,3672,116,,,,,,
3787,3672,115,,,,,,
3787,3672,115,,,,,,
3787,3672,115,,,,,,
3787,3672,115,,,,,,
3787,3672,115,,,,,,
3786,3672,114,,,,,,
3785,3672,113,,,,,,
3784,3672,112,,,,,,
3783,3672,111,,,,,,
3783,3672,111,,,,,,
3784,3672,112,,,,,,
3784,3672,112,,,,,,
3785,3672,113,,,,,,
3786,3672,114,,,,,,
3788,3672,116,,,,,,
3792,3672,120,,,,,,
3793,3672,121,,,,,,
3794,3672,122,,,,,,
3796,3672,124,,,,,,
3796,3672,124,,,,,,
3797,3672,125,,,,,,
3799,3672,127,,,,,,
3800,3672,128,,,,,,
3800,3672,128,,,,,,
3799,3672,127,,,,,,
3799,3672,127,,,,,,
3799,3672,127,,,,,,
3799,3672,127,,,,,,
3799,3672,127,,,,,,
